#Coverage (X)	Coverage
1.0	80.37776079624047
2.0	66.40863088454697
3.0	58.36106156884674
4.0	53.82773877181156
5.0	50.82584275575728
6.0	48.46214619217207
7.0	46.420284076312015
8.0	44.60168565817155
9.0	42.93466155104086
10.0	41.378510127182665
11.0	39.903865481379135
12.0	38.51033077707327
13.0	37.212865027087545
14.0	35.97770261655046
15.0	34.83370909154277
16.0	33.74142509528822
17.0	32.707355296568906
18.0	31.700787996625863
19.0	30.73616459538114
20.0	29.843092550739442
21.0	28.99394858758106
22.0	28.17280748233604
23.0	27.399148733823964
24.0	26.673645238815396
25.0	25.957872866334938
26.0	25.26798113887608
27.0	24.604142594072286
28.0	23.97146434587448
29.0	23.35395215565933
30.0	22.768462950217554
31.0	22.216480553197073
32.0	21.687117839925463
33.0	21.17640644483275
34.0	20.691627456051663
35.0	20.210696056497127
36.0	19.739720078394228
37.0	19.2795104486203
38.0	18.83605422305702
39.0	18.418530403805377
40.0	18.010254601708112
41.0	17.619129040378496
42.0	17.235698657501956
43.0	16.862154681023668
44.0	16.497375616326025
45.0	16.144001289201228
46.0	15.803239463083614
47.0	15.46908582832819
48.0	15.141609399988326
49.0	14.820861939354074
50.0	14.514383341008397
51.0	14.214840755528513
