#Coverage (X)	Coverage
1.0	80.37686360054639
2.0	66.4076301662728
3.0	58.36092353873997
4.0	53.828342653528736
5.0	50.82653290629119
6.0	48.463388463133114
7.0	46.42195769135675
8.0	44.60270363020907
9.0	42.935972837055296
10.0	41.37980415943375
11.0	39.905004229760095
12.0	38.51088289750041
13.0	37.21257171311065
14.0	35.97734028752018
15.0	34.8336400764894
16.0	33.741494110341634
17.0	32.70751058043905
18.0	31.70096053425935
19.0	30.736388894304667
20.0	29.843092550739456
21.0	28.993603512314124
22.0	28.172324376962322
23.0	27.398631120923554
24.0	26.673438193655244
25.0	25.95756229859471
26.0	25.267601556082454
27.0	24.60376301127866
28.0	23.971188285660944
29.0	23.35390039436932
30.0	22.768808025484546
31.0	22.216722105883974
32.0	21.687307631322312
33.0	21.176509967412855
34.0	20.691661963578383
35.0	20.21069605649714
36.0	19.739720078394242
37.0	19.279510448620314
38.0	18.836054223057033
39.0	18.41853040380539
40.0	18.010254601708127
41.0	17.61912904037851
42.0	17.23569865750197
43.0	16.862154681023682
44.0	16.49737561632604
45.0	16.144001289201242
46.0	15.803239463083628
47.0	15.469085828328204
48.0	15.14160939998834
49.0	14.820861939354089
50.0	14.514383341008411
51.0	14.214840755528527
