#Position (bp)	mapping quality
2.6315836E7	0.0
2.6541723E7	0.0
2.676761E7	0.0
2.6993497E7	41.95201111035633
2.7219384E7	41.891371437173824
2.7445271E7	41.960300677979006
2.7671158E7	41.942353528385794
2.7897045E7	41.997649175995655
2.8122932E7	41.990117329117666
2.8348819E7	16.971298714493177
2.8574706E7	20.181917535416726
2.8800593E7	26.546761014758683
2.902648E7	24.171540424693116
2.9252367E7	22.623227305504365
2.9478254E7	2.8721980054005125
2.9704141E7	35.16145237439791
2.9930028E7	41.915029509791225
3.0155915E7	11.623292256712334
3.0381802E7	30.788632693590486
3.0607689E7	40.97053172784188
3.0833576E7	41.90336634493541
3.1059463E7	41.91895313501281
3.128535E7	41.41883948025676
3.1511237E7	40.958437562379196
3.1737124E7	31.61275834294601
3.1963011E7	34.71789796832495
3.2188898E7	5.178258445820234
3.2414785E7	41.371491407490254
3.2640672E7	0.993935860058309
3.2866559E7	2.189605390602913
3.3092446E7	1.2307357051494623
3.3318333E7	1.0
3.354422E7	41.57073450045508
3.3770107E7	5.630710899621297
3.3995994E7	35.53546047149929
3.4221881E7	35.86236583323962
3.4447768E7	40.60992751692366
3.4673655E7	40.58884079880166
3.4899542E7	41.373565046410086
3.5125429E7	25.063033448673586
3.5351316E7	0.0
3.5577203E7	0.0
3.580309E7	0.0
3.6028977E7	0.0
3.6254864E7	0.0
3.6480751E7	0.0
3.6706638E7	0.0
3.6932525E7	0.0
3.7158412E7	0.0
3.7384299E7	0.0
3.7610186E7	0.0
3.7836073E7	0.0
3.806196E7	0.0
3.8287847E7	0.0
3.8513734E7	0.0
3.8739621E7	0.0
3.8965508E7	0.0
3.9191395E7	0.0
3.9417282E7	0.0
3.9643169E7	0.0
3.9869056E7	0.0
4.0094943E7	0.0
4.032083E7	0.0
4.0546717E7	0.0
4.0772604E7	0.0
4.0998491E7	0.0
4.1224378E7	0.0
4.1450265E7	0.0
4.1676152E7	0.0
4.1902039E7	0.0
4.2127926E7	0.0
4.2353813E7	0.0
4.25797E7	0.0
4.2805587E7	0.0
4.3031474E7	0.0
4.3257361E7	0.0
4.3483248E7	0.0
4.3709135E7	0.0
4.3935022E7	0.0
4.4160909E7	0.0
4.4386796E7	0.0
4.4612683E7	0.0
4.483857E7	0.0
4.5064457E7	0.0
4.5290344E7	0.0
4.5516231E7	0.0
4.5742118E7	0.0
4.5968005E7	0.0
4.6193892E7	0.0
4.6419779E7	41.99407081429723
4.6645666E7	41.088969954861035
4.6871553E7	41.93412017554136
4.709744E7	41.9048390058255
4.7323327E7	41.96673129597144
4.7549214E7	41.9612303250221
4.7775101E7	41.94293170437342
4.8000988E7	42.0
4.8226875E7	41.91166721404712
4.8452762E7	41.96248904980187
4.8678649E7	41.911676118506676
4.8904536E7	0.0
4.9130423E7	0.0
4.935631E7	41.980590889153454
4.9582197E7	41.944242590344935
4.9808084E7	41.796222608305776
5.0033971E7	40.17037878842716
5.0259858E7	41.886533514033474
5.0485745E7	41.88063069415846
5.0711632E7	41.924465919175866
5.0937519E7	41.96733575701831
5.1163406E7	41.9602517232598
5.1389293E7	41.64085975889985
5.161518E7	39.03076318387929
5.1841067E7	0.0
5.2066954E7	42.0
5.2292841E7	42.0
5.2518728E7	41.99151271444816
5.2744615E7	41.896636700702345
5.2970502E7	41.98081863332762
5.3196389E7	41.96942901726539
5.3422276E7	41.96301991085852
5.3648163E7	41.99514075067024
5.387405E7	41.90246973539834
5.4099937E7	41.95259422173348
5.4325824E7	38.08373752507682
5.4551711E7	0.0
5.4777598E7	42.0
5.5003485E7	39.17185390262444
5.5229372E7	0.0
5.5455259E7	41.68019516202845
5.5681146E7	40.095295501074396
5.5907033E7	22.925954399427837
5.613292E7	41.99484117012313
5.6358807E7	41.938718029288346
5.6584694E7	39.94175737737454
5.6810581E7	40.92230356620784
5.7036468E7	41.87401256708575
5.7262355E7	41.85782771639217
5.7488242E7	41.901869929403105
5.7714129E7	41.94389418320054
5.7940016E7	41.906133070803804
5.8165903E7	40.708561176928036
5.839179E7	41.96775827934013
5.8617677E7	41.84289739560728
5.8843564E7	41.77623716832436
5.9069451E7	41.97774641415302
5.9295338E7	0.0
5.9521225E7	42.0
5.9747112E7	41.9755651656321
5.9972999E7	41.93520021245832
6.0198886E7	38.5
6.0424773E7	40.898068148723425
6.065066E7	42.0
6.0876547E7	0.0
6.1102434E7	41.9724512540847
6.1328321E7	0.0
6.1554208E7	0.0
6.1780095E7	41.95049233809994
6.2005982E7	41.99263218286681
6.2231869E7	0.0
6.2457756E7	0.0
6.2683643E7	0.0
6.290953E7	0.0
6.3135417E7	41.93671194196972
6.3361304E7	41.99837505319766
6.3587191E7	0.0
6.3813078E7	0.0
6.4038965E7	0.0
6.4264852E7	41.99456599867744
6.4490739E7	0.0
6.4716626E7	37.73902254084235
6.4942513E7	41.994735220437526
6.51684E7	42.0
6.5394287E7	41.941316822712174
6.5620174E7	42.0
6.5846061E7	0.0
6.6071948E7	0.0
6.6297835E7	42.0
6.6523722E7	41.92067973941156
6.6749609E7	41.94691697165534
6.6975496E7	41.1206527933902
6.7201383E7	41.95503408191127
6.742727E7	41.95564152639574
6.7653157E7	41.939712777962065
6.7879044E7	41.9470681079251
6.8104931E7	41.79965397256984
6.8330818E7	41.93370243184526
6.8556705E7	41.78895520588413
6.8782592E7	41.71199964785774
6.9008479E7	41.969904221554366
6.9234366E7	41.94604443777533
6.9460253E7	41.86978246129782
6.968614E7	41.90607105562122
6.9912027E7	15.407582934685882
7.0137914E7	20.12116171456099
7.0363801E7	32.64996674034501
7.0589688E7	41.930616666845445
7.0815575E7	41.91738390494655
7.1041462E7	41.98568589978864
7.1267349E7	41.973293049267184
7.1493236E7	41.93459905036412
7.1719123E7	41.792568482137725
7.194501E7	41.91297659307542
7.2170897E7	34.345476141193686
7.2396784E7	41.968228418961445
7.2622671E7	42.0
7.2848558E7	41.918793566698206
7.3074445E7	41.95702489643017
7.3300332E7	0.0
7.3526219E7	42.0
7.3752106E7	0.0
7.3977993E7	41.963791585434876
7.420388E7	39.51395859030008
7.4429767E7	16.848891172572788
7.4655654E7	40.71784735899482
7.4881541E7	41.27504263132016
7.5107428E7	41.966936780085646
7.5333315E7	24.732393333808425
7.5559202E7	33.321231444490756
7.5785089E7	41.98177815273147
7.6010976E7	0.0
7.6236863E7	41.32635653780201
7.646275E7	41.9508346995258
7.6688637E7	41.527247149415075
7.6914524E7	0.0
7.7140411E7	41.96307223091567
7.7366298E7	41.91263147449891
7.7592185E7	0.0
7.7818072E7	40.44014338099872
7.8043959E7	41.72801389841797
7.8269846E7	41.97755690926579
7.8495733E7	41.64558902817091
7.872162E7	0.0
7.8947507E7	41.99038783162861
7.9173394E7	41.992129018053724
7.9399281E7	0.0
7.9625168E7	41.803818301514156
7.9851055E7	42.0
8.0076942E7	0.0
8.0302829E7	41.91346153846154
8.0528716E7	42.0
8.0754603E7	41.970052656773575
8.098049E7	41.86550590627736
8.1206377E7	41.71496251676303
8.1432264E7	41.252225527408264
8.1658151E7	41.930502150445754
8.1884038E7	41.89044185572205
8.2109925E7	41.93011290829526
8.2335812E7	0.0
8.2561699E7	40.46665467868462
8.2787586E7	42.0
8.3013473E7	41.9743654822335
8.323936E7	42.0
8.3465247E7	42.0
8.3691134E7	41.90018602488083
8.3917021E7	41.94836583158993
8.4142908E7	41.691980955379776
8.4368795E7	41.904534586252446
8.4594682E7	40.765519513802445
8.4820569E7	41.87575404760097
8.5046456E7	41.91731764454381
8.5272343E7	42.0
8.549823E7	0.0
8.5724117E7	41.972210118939884
8.5950004E7	41.85788549646493
8.6175891E7	42.0
8.6401778E7	41.293467236117365
8.6627665E7	41.36633061422045
8.6853552E7	36.99082568807339
8.7079439E7	42.0
8.7305326E7	41.97550887750769
8.7531213E7	41.91817443736867
8.77571E7	41.88564277640654
8.7982987E7	26.19338562559775
8.8208874E7	36.971137098780794
8.8434761E7	41.887845250826636
8.8660648E7	41.90539024898208
8.8886535E7	41.66618882847256
8.9112422E7	40.54561676383866
8.9338309E7	41.893127161561644
8.9564196E7	41.961243867833446
8.9790083E7	41.55458132062792
9.001597E7	38.796354266350264
9.02418335E7	41.58865479138066
